token,frequency
",",158051
),133160
(,133136
;,97098
=,75524
.,55274
-,52475
{,48500
},48314
/,47664
:,45946
*,38311
>,36902
[,27825
],27533
<,22894
const,20517
+,19943
&,15311
if,11996
i,11328
%,10987
int,10267
n,10130
std,9328
|,8697
return,7175
ctx,6523
for,6490
s,6406
dst,5596
the,5239
float,5200
!,4815
cur,4638
type,4591
params,4554
ggml_tensor,4472
il,4336
t,4141
case,4096
data,3998
size_t,3864
d,3857
model,3731
int64_t,3632
size,3624
void,3610
ne,3497
string,3270
auto,3210
to,3177
f,3155
static,3106
sizeof,3049
src0,3030
else,3019
src,2958
uint32_t,2901
device,2869
false,2804
GGML_ASSERT,2552
nullptr,2469
x,2465
bool,2447
a,2438
?,2434
b,2406
break,2366
char,2357
true,2349
op,2314
n_embd,2223
tensor,2214
__m256i,2202
ctx0,2140
layer,2122
nb,2117
struct,2097
src1,2087
j,2069
include,2060
hparams,2023
of,1906
sycl,1904
NULL,1903
vector,1897
k,1796
is,1767
buffer,1721
tn,1711
create_tensor,1684
layers,1677
kernel,1667
weight,1665
cb,1663
name,1593
in,1587
int32_t,1584
p,1539
and,1488
CL_CHECK,1462
v,1457
__func__,1456
GGML_TYPE_F32,1448
__m512i,1394
c_str,1341
h,1314
res,1284
blk,1277
n_tokens,1223
m,1197
clSetKernelArg,1169
value,1130
it,1070
result,1056
Qcur,1052
Kcur,1022
l,1003
context,988
y,983
end,980
pos,977
backend,976
backend_ctx,966
item_ct1,962
endif,946
this,944
output,936
offset,914
id,911
out,894
batch,862
not,858
default,856
with,847
qs,833
tokens,805
get,797
push_back,781
be,775
file,774
printf,773
Vcur,760
inpL,758
stream,757
defined,753
new,752
cl_ulong,743
range,742
buf,712
ne00,711
token,709
x0001,707
input,706
R,696
prompt,687
from,685
uint64_t,682
empty,681
_mm256_shuffle_epi32,681
first,674
nth,669
x0004,661
vocab,656
slot,655
node,653
op_params,646
i1,634
n_embd_head,631
dev,628
uint8_t,628
emplace_back,626
template,625
i0,621
c,620
T,617
define,604
we,604
ne0,598
are,596
e,592
ne01,590
ggml,584
B,576
GGML_TYPE_F16,574
json,569
fprintf,566
_MM_PERM_ENUM,560
_mm512_shuffle_epi32,560
error,557
nr,557
N,550
message,545
r,542
n_layer,542
switch,541
at,538
space,534
ggml_add,534
idx,520
assert,509
throw,505
nc,505
ne02,505
err,502
static_cast,500
bias,494
buft,494
extra,492
addi,487
seq_id,478
main,476
argv,473
builder,473
content,471
llama_token,468
failed,467
ne1,466
w,462
kv,460
begin,459
test_cases,459
s1,459
array,458
stderr,457
GGML_UNUSED,456
function,455
u,454
WARP_SIZE,447
values,447
graph,446
ne11,445
override,442
tmp,441
enc,441
ggml_type,441
n_vocab,440
_mm256_maddubs_epi16,438
format,436
q,435
ith,434
max,434
number,434
C,432
tool,430
ne10,429
n_head,424
cur_p,424
by,421
continue,421
min,419
The,419
text,419
add,417
sb,415
find,414
task,413
ne12,412
second,410
ml,410
ffn_inp,408
path,407
A,403
ubatch,403
build_norm,401
that,401
double,400
scale,399
str,392
info,391
i2,390
key,389
LOG_INF,388
vx,387
vk,386
use,386
_mm512_maddubs_epi16,385
role,385
zero,385
index,384
llama,381
runtime_error,380
t0,379
inputs,378
sched,377
inp,375
while,374
inst,374
start,371
p1,369
build_lora_mm,365
attn_norm,365
get_key,362
all,362
inp_out_ids,362
nb01,360
assistant,358
or,357
memcpy,356
_mm256_add_epi16,355
sampling,354
ggml_type_size,353
ifdef,352
string_format,350
nb1,350
n_ctx,350
TODO,348
i3,346
ffn_norm,345
grammar,343
smpl,341
nb02,341
cache,338
sum,335
args,335
enum,335
common_params,334
on,331
row,331
each,329
length,329
ggml_set_name,327
inp_pos,325
as,325
test,324
opt_ctx,324
GGML_ABORT,323
ne2,320
base,320
n_seqs,320
webgpu_ctx,320
gf,317
nb03,316
nd_item,315
typename,314
n_ff,314
set,314
pipeline,313
ggml_vk_create_pipeline,312
x0010,310
common_arg,310
v0,309
len,309
v1,309
mask,307
memory,306
_mm256_loadu_si256,305
dpct,305
p0,305
ggml_fp16_t,304
_mm512_add_epi16,304
mode,304
no,303
param,302
arg,302
user,302
K,301
LLM_NORM_RMS,300
thread,300
subctx,299
a1,299
nodes,298
argc,298
vy,297
UNUSED,297
GGML_TENSOR_LOCALS,294
n_head_kv,294
devices,294
n_batch,293
block,293
ggml_nbytes,290
will,290
ggml_reshape_3d,289
A13,288
nb2,288
A12,288
A11,288
A10,288
A03,288
A01,288
A02,288
A00,288
resize,288
src2,287
n_rot,287
cl_mem,285
ptr,284
b_ptr,283
val,283
response,283
mmq_y,283
zu,282
add_opt,281
free,281
cparams,279
cgraph,279
only,278
v16,278
qk,277
LOG,276
nb11,275
move,275
flags,274
sub,273
inline,273
used,272
embeddings,272
vsetvli,271
split,270
ggml_context,270
nb0,270
s0,268
ggml_backend_t,267
cgh,267
logits,267
block_dims,267
output_norm,267
nb00,266
x0,266
ncols,265
tensors,265
LOG_ERR,265
constexpr,264
scales,263
an,263
ffn_up,263
llama_model,262
per,260
_mm256_permute2f128_si256,259
__restrict__,259
i02,258
a_ptr,258
lib,258
call,256
last,255
can,255
freq_scale,254
TENSOR_NOT_REQUIRED,253
status,252
data_device,252
ggml_backend_buffer_type_t,252
inpSA,251
nb12,251
ggml_compute_params,250
ffn_down,250
bytes,249
nb3,249
ne03,248
eps,248
cells,248
unsigned,247
i01,247
models,246
n_embd_head_k,246
nrows,246
dim,245
line,245
M,244
using,244
lda,243
LLM_TENSOR_TOKEN_EMBD,243
ggml_tensor_extra_cl,243
reg,243
cerr,242
g,239
ne3,239
ggml_backend_buffer_t,239
n_expert,238
mmq_wg_denoms,238
ext_factor,238
llama_vocab,238
ggml_backend_dev_t,237
attn_factor,236
ret,236
^,236
write,235
I,235
n_threads,235
clear,234
queue_ptr,234
This,233
x0040,233
properties,231
llama_context,231
aclTensor,231
__m128i,230
ii,229
https,227
dryrun,226
ss,226
i03,226
TILE_N,225
iface,224
x20,224
GGML_MAX_DIMS,224
ids,223
load,222
ok,221
v24,220
so,220
QK_K,220
view_offs,220
A0,220
when,219
up,217
nb13,217
strings,216
check,216
freq_base,214
bs,213
try,213
back,212
to_string,212
vv,212
get_tensor,211
ir0,211
nb10,211
ggml_get_rows,211
CANN,210
ggml_is_contiguous,210
next,210
s2,210
have,209
npos,208
_mm256_blend_epi32,208
col,207
A2,207
match,207
A1,207
ggml_nelements,206
rows,206
A3,206
read,205
into,205
grad,205
endl,204
wo,203
ffn_gate,202
arguments,202
ncols_interleaved,200
draft,200
parallel_for,200
assert_equals,200
_mm256_and_si256,200
LLAMA_LOG_INFO,200
state,200
S,199
contains,199
count,199
need,199
one,198
bufs,198
kernel_src,197
n_seq_tokens,197
request,197
is_partial,197
fatal,197
nd_range,196
ne13,195
LLM_TENSOR_ATTN_OUT,193
GGML_TYPE_Q4_0,193
blocklen,193
tok_embd,192
attention,192
but,192
int8_t,191
sequence,191
acl_dst,191
x0020,191
copy,191
weights,190
compute,190
KB,189
elements,189
root,189
n_embd_gqa,188
ggml_type_name,188
must,188
LLM_TENSOR_OUTPUT_NORM,187
seed,187
beta_slow,187
beta_fast,187
n_past,186
D,186
think,186
foo,186
LLM_TENSOR_ATTN_NORM,185
chunk,185
support,185
required,185
supported,184
row_scale_f32,180
tools,179
tool_call,179
same,179
catch,178
dr,178
schema,178
GGML_TYPE_Q8_0,178
e32,178
total,177
n_ctx_orig,177
inp_attn,177
m0,177
v20,176
blocks,176
t1,176
v2,175
llama_sampler,174
sess,174
ggml_backend_sycl_context,173
ggml_cann_create_tensor,173
make_unique,173
there,173
msg,173
do,173
rp,172
_mm512_castsi256_si512,172
wgpu,171
width,171
LLM_TENSOR_OUTPUT,171
ggml_build_forward_expand,171
half,171
io,169
_mm512_inserti32x8,169
cpu,168
string_to_spv,168
sdot,168
loop,168
_mm512_and_si512,168
t2,168
n_dims,168
apply,168
chat,167
LLM_TENSOR_FFN_DOWN,167
norm,167
jj,167
KW,167
set_examples,167
LLM_TENSOR_FFN_UP,166
speculative,166
rope_type,166
cl,166
comp,166
snprintf,166
ir,165
should,165
code,164
get_local_id,163
public,162
v8,161
partial,161
ldc,161
exit,161
system,160
head_size,160
smmla,160
mutex,160
ggml_metal_encoder_set_buffer,160
group,159
nwarps,159
embd,159
i00,159
CREATE_MM2,158
ctx_gguf,158
vk_mat_mat_push_constants,158
exception,158
part,158
SRC,157
LLM_TENSOR_ATTN_Q,157
positions,157
common_chat_parse,157
queue,157
map,156
substr,156
GGML_LOG_ERROR,156
tmpls,156
what,156
ftype,155
ggml_rope_ext,155
current,155
fname,154
LLM_TENSOR_FFN_NORM,154
ir1,154
vk_pipeline,153
found,153
Hello,153
LLM_TENSOR_LAYER_REPEATING,153
t3,153
bit,153
time,152
f1,152
LLM_TENSOR_ATTN_V,152
GGML_RESTRICT,152
messages,152
LLM_TENSOR_ATTN_K,152
pair,152
vl,152
object,151
invalid,151
i11,151
D_TYPE,151
vk_mat_mat_id_push_constants,151
arg1,151
v9,151
pattern,151
reinterpret_cast,150
GGML_OP_MUL_MAT,150
pragma,149
ggml_backend_vk_context,149
arch,149
req,149
f32acc,149
vi,148
props,148
com,148
KH,148
image,147
wq,147
other,146
pool,146
i12,146
tmpl,146
regex,145
ggml_backend_vk_buffer_context,145
num_blocks,145
does,144
n_expert_used,144
prop,144
LOG_DBG,144
non,144
calls,144
_id,143
tokenizer,143
global_work_size,143
src_clone,142
brief,142
L,142
wv,142
wk,142
s3,141
GGML_TYPE_I32,141
init,141
ggml_mul_mat,141
acl_src,140
cl_kernel,139
CPU,139
impl,139
rng,139
d_inner,139
clCreateKernel,139
ctx_server,139
n_ff_exp,139
_mm256_madd_epi16,138
IC,138
mmq_x,138
head,138
n_nodes,137
parameters,137
x0002,137
prefix,136
n0,136
ggml_new_tensor,136
local_work_size,136
ggml_metal_pipeline_t,136
n_embd_head_v,135
assert_msg_equals,135
cpp,134
pimpl,134
block_1,134
log,134
entries,134
NBLKS,134
llama_pos,134
ggml_metal_get_buffer_id,132
fp16,132
block_nums,132
filename,132
__m256,132
half2,132
llama_seq_id,132
acc_rows,132
v3,131
dst_ptr,131
step,130
has,130
nsg,130
img,130
If,130
__m512,130
get_group,130
reset,130
rule,130
shape,130
github,129
LLAMA_TOKEN_NULL,128
insert,128
which,128
flw,128
chunks,128
max_bias,128
ffn_out,128
ne_a,128
extrad,127
B05,126
B00,126
B01,126
reserve,126
ggml_view_3d,126
B04,126
ref,126
INST,125
constants,125
strcmp,125
_mm256_srli_epi16,125
CREATE_MM,124
byte,124
cpt,124
~,124
now,124
source,124
vsum,123
you,123
llm_graph_context,123
nx,123
OW,123
backends,123
block_q8_0,123
requiredOrder,123
B13,122
RESTRICT,122
B07,122
B10,122
B11,122
B12,122
B14,122
B02,122
B15,122
pipeline_dequant_mul_mat_mat_id,122
B16,122
B17,122
_mm256_permutevar8x32_epi32,122
B03,122
B06,122
DST,122
tool_calls,122
_mm512_madd_epi16,121
common,121
position,121
A_TYPE,121
uint16_t,121
d0,121
elif,121
ggml_time_us,121
v10,121
optional,120
may,120
any,120
order,120
delete,120
ny,120
ggml_cgraph,120
seq,119
cd,119
limit,119
GGML_TYPE_BF16,119
LLAMA_LOG_ERROR,119
height,119
tok,119
after,119
ldb,119
ggml_nrows,119
suffix,119
ggml_row_size,118
gguf,118
extra0,118
NAMELC,118
multiple,118
gguf_context,118
test_case,118
sumf,118
world,117
src0_type,117
two,117
t_embd,117
forward,117
n_predict,117
LLM_TENSOR_FFN_GATE,116
src3,116
LLM_TYPE_UNKNOWN,116
buffers,116
d_state,115
local_accessor,115
vk_buffer,115
warptile_mmq,115
lora,114
version,114
fd,114
LLAMA_LOG_DEBUG,114
ggml_webgpu_create_pipeline,114
GGML_TYPE_Q4_K,114
needed,114
dst_data,114
v18,114
OH,113
new_type,113
block_q4_0,113
dataset,113
add_kv,113
work,113
create,113
ggml_backend_opencl_context,112
_mm256_add_epi32,112
operation,112
s4,112
reasoning_format,112
dot,112
vle32,112
hp,112
then,112
MIN,112
types,111
SYCL_CHECK,110
chrono,110
ldr,110
KV,110
token_embd,110
LLAMA_GRETYPE_RULE_REF,110
dst_t,110
B1,110
H,110
subtest_ok,109
B0,109
v28,109
n_ubatch,109
ggml_element_size,109
alignment,109
tasks,109
token_id,108
idata,108
specified,108
view_src,108
tname,108
compute_ctx,107
ggml_backend_cann_context,107
vk_context,107
GGML_TYPE_Q4_1,107
_WIN32,107
node_idx,107
special_function,107
mctx,107
run,107
v29,107
matrix,106
sections,106
v17,106
B7,105
ID,105
sqrtf,105
vse32,105
was,105
opt,105
VK_LOG_DEBUG,105
handle,105
bar,105
tid,105
vars,105
target,104
B6,104
llm_graph_params,104
For,104
mul,103
llm,103
ndata,103
hpp,103
logit,103
exc,102
them,102
more,102
self,102
_mm512_add_epi32,102
GGML_TYPE_Q5_1,102
common_chat_msg,102
key_id,102
i10,102
GGML_TYPE_Q5_0,101
org,101
vk_subbuffer,101
field,101
adapter,101
quantized,101
set_env,100
gvl,100
hex,100
warptile_mmqid,100
o,100
get_device,100
quants,99
probs,99
RoPE,99
avoid,99
m1,99
QK8_0,99
GGML_CPU_FP16_TO_FP32,99
build_attn,99
submit,98
_mm512_srli_epi16,98
vec_B,98
RM,98
get_pointer,98
params_base,98
word,98
a_ptrs,98
n_outputs,98
A30,98
build_ffn,98
m3b,98
integer,98
special,98
long,97
mem,97
pc,97
n_embd_v_gqa,97
alpha,97
description,97
inplace,97
vals,97
where,97
n_seq_id,97
make,96
dimension,96
build_graph,96
host,96
A41,96
A72,96
A71,96
RN,96
A21,96
A20,96
A61,96
A60,96
A51,96
A52,96
event,96
A53,96
vf,96
A62,96
A73,96
vfmul,96
acc_min_rows,96
A22,96
QK4_0,96
A23,96
A42,96
A63,96
A40,96
A33,96
need_check,96
A32,96
A31,96
A43,96
A50,96
different,96
A70,96
skip,96
B2,95
B3,95
loss,95
float16_t,95
without,95
t_logits,95
attn_output,95
ggml_ctx,95
getenv,95
pass,95
eight,95
variant,94
here,94
vec_A,94
GPU,93
GGML_OP_MUL,93
m4b,93
unroll,93
ffn_gate_inp,93
B4,93
d1,93
ops,93
n_fuse,93
is_same,93
mc,93
B5,93
list,92
v6,92
limits,92
v26,92
build_inp_embd,92
f3,92
wdata,91
available,91
nrows_x,91
main_stream,91
score,91
cv,91
parse,90
type_a,90
fields,90
v4,90
result_norm,90
GGML_LOG_INFO,90
n_kv,90
SYCL,90
build_inp_out_ids,90
groups,90
allocate,89
block_num_y,89
Passing,89
original,89
i13,89
client,89
v31,89
channel,89
Failing,89
sinks,89
destination,88
n_tensors,88
cell,88
re,88
_mm_loadu_si128,88
process,88
handler,88
some,88
product,88
piece,88
llama_decode,88
left,88
offsetd,88
offset0,88
movi,88
tensor_clone,88
ggml_backend_reg_t,88
algorithm,88
GGML_SYCL_MMV_Y,87
single,87
GGML_MAX_SRC,87
bk,87
ggml_mul,87
bq,87
bv,87
stop,87
f_norm_rms_eps,87
drafts,87
LLM_FFN_SILU,87
l_out,87
fmax,87
print,87
quant,86
pipeline_dequant_mul_mat_mat,86
LLAMA_LOG_WARN,86
GGML_TYPE_Q6_K,86
x1,86
ggml_new_tensor_1d,86
thinking_forced_open,86
extra1,86
diff,86
v30,86
patch_size,86
fs,86
attn_q_norm,86
GGML_TYPE_Q5_K,86
dims,85
Load,85
acc,85
